VILLE;DEPARTEMENT;CODE INSEE;NOM DU SITE;GROUPE DE DECHETS;SOUS-GROUPE DE DECHETS;DESCRIPTION PHYSIQUE;CATEGORIE;FAMILLE IN;VOLUME EQUIVALENT CONDITIONNE;MAJORATION;ACTIVITE ( Bq);PRINCIPAUX RADIONUCLEIDES
BALMA;31;31044;DGA - DGA TECHNIQUES AERONAUTIQUES;Déchets solides;;trappe-bouclier de tain avant mirage III F2 (0,0009 t );FA-VL;DIV9-11;0,0008613;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;232Th
BISCARROSSE;40;40046;DGA - ESSAIS DE MISSILES;carters de moteurs thoriés (Th232);Quantité = 4;4 carters de réacteurs MARBOREE contenant du thorium (0,4 m3 - 0,00036 t - 4 carters);FA-VL;DIV9-11;0,72;<;Données mises à jour à chaque nouvelle édition de l'Inventaire national;232Th
BISCARROSSE;40;40046;DGA - ESSAIS DE MISSILES;Tube au krypton 85;Marque CP CLARE;Tube électronique (0,001 m3 - 1 tube);AUTRES;S01;0;<;Données mises à jour à chaque nouvelle édition de l'Inventaire national;85Kr
BISCARROSSE;40;40046;DGA - ESSAIS DE MISSILES;Détecteur d'explosif au Ni63;Industriel GM2D;Contient une source scellée au Ni63 (0,001 m3 - 0,0001 t - 1 source);AUTRES;S01;0;<;Données mises à jour à chaque nouvelle édition de l'Inventaire national;63Ni
BISCARROSSE;40;40046;DGA - ESSAIS DE MISSILES;Traceur optique contenant du Th 232 (missile sol-sol anti-char BGM 71 A Basic TOW (US));Quantité = 1;La source au Th232 est logée dans le traceur optique (0,00035 m3 - 0,0001 t - 1 1);AUTRES;S01;0;<;Données mises à jour à chaque nouvelle édition de l'Inventaire national;232Th
FANGATAUFA;987;98755;DGA - FANGATAUFA;Sédiments du fond du lagon (Activités au 31/12/2010);Dépôts résultant des essais nucléaires dans l'atmosphère (plutonium : environ 3,2 kg).;Dépôts de Plutonium 238 (1 ensemble);AUTRES;DSH;0;<;Données mises à jour à chaque nouvelle édition de l'Inventaire national;238Pu
FANGATAUFA;987;98755;DGA - FANGATAUFA;Sédiments du fond du lagon (Activités au 31/12/2010);Dépôts résultant des essais nucléaires dans l'atmosphère (plutonium : environ 3,2 kg).;Dépôts de Plutonium 239 et de Plutonium 240 (1 ensemble);AUTRES;DSH;0;<;Données mises à jour à chaque nouvelle édition de l'Inventaire national;239Pu, 240Pu
FANGATAUFA;987;98755;DGA - FANGATAUFA;Sédiments du fond du lagon (Activités au 31/12/2010);Dépôts résultant des essais nucléaires dans l'atmosphère (plutonium : environ 3,2 kg).;Dépôts d'Americium 241 (1 ensemble);AUTRES;DSH;0;<;Données mises à jour à chaque nouvelle édition de l'Inventaire national;241Am
FANGATAUFA;987;98755;DGA - FANGATAUFA;Sédiments du fond du lagon (Activités au 31/12/2010);Dépôts résultant des essais nucléaires dans l'atmosphère (plutonium : environ 3,2 kg).;Dépôts d'Antimoine 125 (1 ensemble);AUTRES;DSH;0;<;Données mises à jour à chaque nouvelle édition de l'Inventaire national;125Sb
FANGATAUFA;987;98755;DGA - FANGATAUFA;Sédiments du fond du lagon (Activités au 31/12/2010);Dépôts résultant des essais nucléaires dans l'atmosphère (plutonium : environ 3,2 kg).;Dépôts de Césium 137 (1 ensemble);AUTRES;DSH;0;<;Données mises à jour à chaque nouvelle édition de l'Inventaire national;137Cs
FANGATAUFA;987;98755;DGA - FANGATAUFA;Sédiments du fond du lagon (Activités au 31/12/2010);Dépôts résultant des essais nucléaires dans l'atmosphère (plutonium : environ 3,2 kg).;Dépôts d'Europium 155 (1 ensemble);AUTRES;DSH;0;<;Données mises à jour à chaque nouvelle édition de l'Inventaire national;155Eu
FANGATAUFA;987;98755;DGA - FANGATAUFA;Sédiments du fond du lagon (Activités au 31/12/2010);Dépôts résultant des essais nucléaires dans l'atmosphère (plutonium : environ 3,2 kg).;Dépôts de Cobalt 60 (1 ensemble);AUTRES;DSH;0;<;Données mises à jour à chaque nouvelle édition de l'Inventaire national;60Co
FANGATAUFA;987;98755;DGA - FANGATAUFA;Sous-sol de l'atoll (Activités au 31/12/2010);Matières radioactives résiduelles associées aux essais souterrains, piégées dans la lave vitreuse formée après l'essai ou déposées sur les éboulis présents dans la cavité créée par l'essai : combustibles résiduels (tritium, uranium, plutonium), produits de fission et produits d'activation. ;Résidus de Tritium (1 ensemble);AUTRES;DSH;0;<;Données mises à jour à chaque nouvelle édition de l'Inventaire national;3H
FANGATAUFA;987;98755;DGA - FANGATAUFA;Sous-sol de l'atoll (Activités au 31/12/2010);Matières radioactives résiduelles associées aux essais souterrains, piégées dans la lave vitreuse formée après l'essai ou déposées sur les éboulis présents dans la cavité créée par l'essai : combustibles résiduels (tritium, uranium, plutonium), produits de fission et produits d'activation. ;Résidus de Plutonium 238 (1 ensemble);AUTRES;DSH;0;<;Données mises à jour à chaque nouvelle édition de l'Inventaire national;238Pu
FANGATAUFA;987;98755;DGA - FANGATAUFA;Sous-sol de l'atoll (Activités au 31/12/2010);Matières radioactives résiduelles associées aux essais souterrains, piégées dans la lave vitreuse formée après l'essai ou déposées sur les éboulis présents dans la cavité créée par l'essai : combustibles résiduels (tritium, uranium, plutonium), produits de fission et produits d'activation. ;Résidus de Plutonium 239 (1 ensemble);AUTRES;DSH;0;<;Données mises à jour à chaque nouvelle édition de l'Inventaire national;239Pu
FANGATAUFA;987;98755;DGA - FANGATAUFA;Sous-sol de l'atoll (Activités au 31/12/2010);Matières radioactives résiduelles associées aux essais souterrains, piégées dans la lave vitreuse formée après l'essai ou déposées sur les éboulis présents dans la cavité créée par l'essai : combustibles résiduels (tritium, uranium, plutonium), produits de fission et produits d'activation. ;Résidus de Plutonium 240 (1 ensemble);AUTRES;DSH;0;<;Données mises à jour à chaque nouvelle édition de l'Inventaire national;240Pu
FANGATAUFA;987;98755;DGA - FANGATAUFA;Sous-sol de l'atoll (Activités au 31/12/2010);Matières radioactives résiduelles associées aux essais souterrains, piégées dans la lave vitreuse formée après l'essai ou déposées sur les éboulis présents dans la cavité créée par l'essai : combustibles résiduels (tritium, uranium, plutonium), produits de fission et produits d'activation. ;Résidus de Plutonium 241 (1 ensemble);AUTRES;DSH;0;<;Données mises à jour à chaque nouvelle édition de l'Inventaire national;241Pu
FANGATAUFA;987;98755;DGA - FANGATAUFA;Sous-sol de l'atoll (Activités au 31/12/2010);Matières radioactives résiduelles associées aux essais souterrains, piégées dans la lave vitreuse formée après l'essai ou déposées sur les éboulis présents dans la cavité créée par l'essai : combustibles résiduels (tritium, uranium, plutonium), produits de fission et produits d'activation. ;Résidus d'Américium 241 (1 ensemble);AUTRES;DSH;0;<;Données mises à jour à chaque nouvelle édition de l'Inventaire national;241Am
FANGATAUFA;987;98755;DGA - FANGATAUFA;Sous-sol de l'atoll (Activités au 31/12/2010);Matières radioactives résiduelles associées aux essais souterrains, piégées dans la lave vitreuse formée après l'essai ou déposées sur les éboulis présents dans la cavité créée par l'essai : combustibles résiduels (tritium, uranium, plutonium), produits de fission et produits d'activation. ;Résidus de Strontium 90 (1 ensemble);AUTRES;DSH;0;<;Données mises à jour à chaque nouvelle édition de l'Inventaire national;90Sr
FANGATAUFA;987;98755;DGA - FANGATAUFA;Sous-sol de l'atoll (Activités au 31/12/2010);Matières radioactives résiduelles associées aux essais souterrains, piégées dans la lave vitreuse formée après l'essai ou déposées sur les éboulis présents dans la cavité créée par l'essai : combustibles résiduels (tritium, uranium, plutonium), produits de fission et produits d'activation. ;Résidus de Césium 137 (1 ensemble);AUTRES;DSH;0;<;Données mises à jour à chaque nouvelle édition de l'Inventaire national;137Cs
FANGATAUFA;987;98755;DGA - FANGATAUFA;Sous-sol de l'atoll (Activités au 31/12/2010);Matières radioactives résiduelles associées aux essais souterrains, piégées dans la lave vitreuse formée après l'essai ou déposées sur les éboulis présents dans la cavité créée par l'essai : combustibles résiduels (tritium, uranium, plutonium), produits de fission et produits d'activation. ;Résidus de Samarium 151 (1 ensemble);AUTRES;DSH;0;<;Données mises à jour à chaque nouvelle édition de l'Inventaire national;151Sm
FANGATAUFA;987;98755;DGA - FANGATAUFA;Sous-sol de l'atoll (Activités au 31/12/2010);Matières radioactives résiduelles associées aux essais souterrains, piégées dans la lave vitreuse formée après l'essai ou déposées sur les éboulis présents dans la cavité créée par l'essai : combustibles résiduels (tritium, uranium, plutonium), produits de fission et produits d'activation. ;Résidus de Carbone 14 (1 ensemble);AUTRES;DSH;0;<;Données mises à jour à chaque nouvelle édition de l'Inventaire national;14C
FANGATAUFA;987;98755;DGA - FANGATAUFA;Sous-sol de l'atoll (Activités au 31/12/2010);Matières radioactives résiduelles associées aux essais souterrains, piégées dans la lave vitreuse formée après l'essai ou déposées sur les éboulis présents dans la cavité créée par l'essai : combustibles résiduels (tritium, uranium, plutonium), produits de fission et produits d'activation. ;Résidus de Nickel 63 (1 ensemble);AUTRES;DSH;0;<;Données mises à jour à chaque nouvelle édition de l'Inventaire national;63Ni
FANGATAUFA;987;98755;DGA - FANGATAUFA;Sous-sol de l'atoll (Activités au 31/12/2010);Matières radioactives résiduelles associées aux essais souterrains, piégées dans la lave vitreuse formée après l'essai ou déposées sur les éboulis présents dans la cavité créée par l'essai : combustibles résiduels (tritium, uranium, plutonium), produits de fission et produits d'activation. ;Résidus d'Europium 152 (1 ensemble);AUTRES;DSH;0;<;Données mises à jour à chaque nouvelle édition de l'Inventaire national;152Eu
FANGATAUFA;987;98755;DGA - FANGATAUFA;Sédiments du fond du lagon (Activités au 31/12/2010);Dépôts résultant des essais nucléaires dans l'atmosphère (plutonium : environ 3,2 kg).;Dépots de neptunium 237 (1 ensemble);AUTRES;DSH;0;<;Données mises à jour à chaque nouvelle édition de l'Inventaire national;237Np
FANGATAUFA;987;98755;DGA - FANGATAUFA;Sous-sol de l'atoll (Activités au 31/12/2010);Matières radioactives résiduelles associées aux essais souterrains, piégées dans la lave vitreuse formée après l'essai ou déposées sur les éboulis présents dans la cavité créée par l'essai : combustibles résiduels (tritium, uranium, plutonium), produits de fission et produits d'activation. ;résidus d'uranium 236 (1 ensemble);AUTRES;DSH;0;<;Données mises à jour à chaque nouvelle édition de l'Inventaire national;236U
FANGATAUFA;987;98755;DGA - FANGATAUFA;Sous-sol de l'atoll (Activités au 31/12/2010);Matières radioactives résiduelles associées aux essais souterrains, piégées dans la lave vitreuse formée après l'essai ou déposées sur les éboulis présents dans la cavité créée par l'essai : combustibles résiduels (tritium, uranium, plutonium), produits de fission et produits d'activation. ;Résidus de neptunium 237 (1 ensemble);AUTRES;DSH;0;<;Données mises à jour à chaque nouvelle édition de l'Inventaire national;237Np
HAO;987;98720;DGA - HAO;Déchets immergés au nord de l'atoll dans une fosse océanique par 2500 mètres de fond;;"Site ""Hôtel"" (310 tonnes de déchets conditionnés en fûts de béton et 222 tonnes de déchets non conditionnés, immergés en vrac entre 1967 et 1975 sur 1 km2) (532 t )";AUTRES;DSH;0;<;Données mises à jour à chaque nouvelle édition de l'Inventaire national;
BRUZ;35;35047;DGA - MAITRISE DE L'INFORMATION;Lot d'indicateurs issus du démontage de simulateurs;;Indicateurs contenant de la peinture radioactive (0,04 m3 unite);AUTRES;S02;0;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;
BRUZ;35;35047;DGA - MAITRISE DE L'INFORMATION;Boussole DEMARIA-LAPIERRE modèle 1922;;Boussole contenant de la peinture au radium (0,01 m3 - 1 unite);AUTRES;S02;0;<;Données mises à jour à chaque nouvelle édition de l'Inventaire national;226Ra
BRUZ;35;35047;DGA - MAITRISE DE L'INFORMATION;Lot de déchets issus de manipulations de matériels;;déchets contaminés au tritium: Gants, cartons, emballage, ... (0,04 m3 unite);FMA-VC;DIV4-11;0,08;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;3H
BRUZ;35;35047;DGA - MAITRISE DE L'INFORMATION;Lot de déchets issus de manipulations de matériels;;Déchets contaminés au Radium ou Thorium: gants, ... (0,01 m3 unite);FA-VL;DIV6-11;0,02;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;226Ra, Th
BRUZ;35;35047;DGA - MAITRISE DE L'INFORMATION;Eléments de soudage au Thorium;;Lot de 31 électrodes WT20 consommables (0,01 m3 - 1 unite);FA-VL;DIV9-11;0,02;<;Données mises à jour à chaque nouvelle édition de l'Inventaire national;Th
BRUZ;35;35047;DGA - MAITRISE DE L'INFORMATION;Eléments de soudage au Thorium;;Affuteuse CASTOLIN 85ET contenant des résidus d'affutage d'électrode WT20 (0,01 m3 unite);FA-VL;DIV6-11;0,02;;Données mises à jour à chaque nouvelle édition de l'Inventaire national;Th
BRUZ;35;35047;DGA - MAITRISE DE L'INFORMATION;Tubes au Thorium;;Tube RCA DEVELOPMENTAL TYPE C21095C ref X5262 contenant une pièce mécanique au thorium (1 unite);FA-VL;DIV9-11;0,003;<;Données mises à jour à chaque nouvelle édition de l'Inventaire national;232Th
BRUZ;35;35047;DGA - MAITRISE DE L'INFORMATION;Tubes au Thorium;;Tube MACHLETT ML 8586 BS6 USASMO 147 contenant une pièce mécanique au thorium (1 unite);FA-VL;DIV9-11;0,003;<;Données mises à jour à chaque nouvelle édition de l'Inventaire national;232Th
BRUZ;35;35047;DGA - MAITRISE DE L'INFORMATION;Indicateurs compas gyroscopique;;Indicateur compas SPERRY Mark 1-A (1 unité);FA-VL;DIV6;0,003;<;Données mises à jour à chaque nouvelle édition de l'Inventaire national;226Ra
BRUZ;35;35047;DGA - MAITRISE DE L'INFORMATION;Indicateurs compas gyroscopique;;Indicateur Compas BEZU (1 unité);FA-VL;DIV6;0,003;<;Données mises à jour à chaque nouvelle édition de l'Inventaire national;226Ra
TUREAI;987;98755;DGA - MURUROA;Puits de stockage;Deux puits de stockage ont été forés à 1200 m de profondeur spécialement pour recevoir des déchets : ils renferment des matériaux provenant d'opérations de décontamination consécutives aux expériences de sécurité atmosphériques ainsi que des déchets produits dans les laboratoires ;PS1 (enfouissement de 628m3 d'agrégats, de ferrailles et 3332 viroles et fûts entre 1979 et 1996) : activités alpha au moment de l'enfouissement. (1 ensemble);AUTRES;DSH;0;<;Données mises à jour à chaque nouvelle édition de l'Inventaire national;
TUREAI;987;98755;DGA - MURUROA;Puits de stockage;25 têtes de puits de grand diamètre ont été utilisées pour enfouir des déchets TFA en utilisant la hauteur libre au dessus du bourrage (environ 7800 colis et 3000m3 d'agrégats et ferrailles). Les activités sont données au moment de l'enfouissement.;ARA 5 (enfouissement entre 1981 et 1982) (878 viroles et fûts);AUTRES;DSH;0;<;Données mises à jour à chaque nouvelle édition de l'Inventaire national;
TUREAI;987;98755;DGA - MURUROA;Puits de stockage;25 têtes de puits de grand diamètre ont été utilisées pour enfouir des déchets TFA en utilisant la hauteur libre au dessus du bourrage (environ 7800 colis et 3000m3 d'agrégats et ferrailles). Les activités sont données au moment de l'enfouissement.;ARA 6 (enfouissement en 1982) (159 viroles et fûts);AUTRES;DSH;0;<;Données mises à jour à chaque nouvelle édition de l'Inventaire national;
TUREAI;987;98755;DGA - MURUROA;Puits de stockage;25 têtes de puits de grand diamètre ont été utilisées pour enfouir des déchets TFA en utilisant la hauteur libre au dessus du bourrage (environ 7800 colis et 3000m3 d'agrégats et ferrailles). Les activités sont données au moment de l'enfouissement.;ARA 7 (enfouissement en 1984) (161 viroles et fûts);AUTRES;DSH;0;<;Données mises à jour à chaque nouvelle édition de l'Inventaire national;
TUREAI;987;98755;DGA - MURUROA;Puits de stockage;25 têtes de puits de grand diamètre ont été utilisées pour enfouir des déchets TFA en utilisant la hauteur libre au dessus du bourrage (environ 7800 colis et 3000m3 d'agrégats et ferrailles). Les activités sont données au moment de l'enfouissement.;DAHLIA 7 (enfouissement en 1982) (27 viroles et fûts);AUTRES;DSH;0;<;Données mises à jour à chaque nouvelle édition de l'Inventaire national;
TUREAI;987;98755;DGA - MURUROA;Puits de stockage;25 têtes de puits de grand diamètre ont été utilisées pour enfouir des déchets TFA en utilisant la hauteur libre au dessus du bourrage (environ 7800 colis et 3000m3 d'agrégats et ferrailles). Les activités sont données au moment de l'enfouissement.;DAHLIA 8 (enfouissement entre 1984 et 1985) (883 viroles et fûts);AUTRES;DSH;0;<;Données mises à jour à chaque nouvelle édition de l'Inventaire national;
TUREAI;987;98755;DGA - MURUROA;Puits de stockage;25 têtes de puits de grand diamètre ont été utilisées pour enfouir des déchets TFA en utilisant la hauteur libre au dessus du bourrage (environ 7800 colis et 3000m3 d'agrégats et ferrailles). Les activités sont données au moment de l'enfouissement.;DORA 5 (enfouissement entre 1996 et 1997) (163 viroles et fûts);AUTRES;DSH;0;<;Données mises à jour à chaque nouvelle édition de l'Inventaire national;
TUREAI;987;98755;DGA - MURUROA;Puits de stockage;25 têtes de puits de grand diamètre ont été utilisées pour enfouir des déchets TFA en utilisant la hauteur libre au dessus du bourrage (environ 7800 colis et 3000m3 d'agrégats et ferrailles). Les activités sont données au moment de l'enfouissement.;DORA 7 (enfouissement en 1996) (141 viroles et fûts);AUTRES;DSH;0;<;Données mises à jour à chaque nouvelle édition de l'Inventaire national;
TUREAI;987;98755;DGA - MURUROA;Puits de stockage;25 têtes de puits de grand diamètre ont été utilisées pour enfouir des déchets TFA en utilisant la hauteur libre au dessus du bourrage (environ 7800 colis et 3000m3 d'agrégats et ferrailles). Les activités sont données au moment de l'enfouissement.;EDITH 8 (enfouissement en 1983) (55 viroles et fûts);AUTRES;DSH;0;<;Données mises à jour à chaque nouvelle édition de l'Inventaire national;
TUREAI;987;98755;DGA - MURUROA;Puits de stockage;25 têtes de puits de grand diamètre ont été utilisées pour enfouir des déchets TFA en utilisant la hauteur libre au dessus du bourrage (environ 7800 colis et 3000m3 d'agrégats et ferrailles). Les activités sont données au moment de l'enfouissement.;FRANCOISE 1 (enfouissement de 23m3 d'agrégats, de ferrailles et 398 viroles et fûts en 1980) (1 ensemble);AUTRES;DSH;0;<;Données mises à jour à chaque nouvelle édition de l'Inventaire national;
TUREAI;987;98755;DGA - MURUROA;Puits de stockage;25 têtes de puits de grand diamètre ont été utilisées pour enfouir des déchets TFA en utilisant la hauteur libre au dessus du bourrage (environ 7800 colis et 3000m3 d'agrégats et ferrailles). Les activités sont données au moment de l'enfouissement.;FRANCOISE 8 (enfouissement en 1982) (137 viroles et fûts);AUTRES;DSH;0;<;Données mises à jour à chaque nouvelle édition de l'Inventaire national;
TUREAI;987;98755;DGA - MURUROA;Puits de stockage;25 têtes de puits de grand diamètre ont été utilisées pour enfouir des déchets TFA en utilisant la hauteur libre au dessus du bourrage (environ 7800 colis et 3000m3 d'agrégats et ferrailles). Les activités sont données au moment de l'enfouissement.;FUCHSIA 2 (enfouissement de 3m3 d'agrégats, de ferrailles et 59 viroles et fûts entre 1981 et 1982) (1 ensemble);AUTRES;DSH;0;<;Données mises à jour à chaque nouvelle édition de l'Inventaire national;
